loss	total_loss	mag_loss	pcc_loss	ko_loss	imp_loss	val_loss	val_total_loss	val_mag_loss	val_pcc_loss	val_ko_loss	val_imp_loss
1.365010380744934	1.3692880868911743	0.15032647550106049	1.1094567775726318	0.010458378121256828	0.15081363916397095	1.1105269193649292	1.111329436302185	0.0	0.8026143312454224	0.0	0.0
0.8403121829032898	0.8440862894058228	0.14653445780277252	0.5813270211219788	0.12954504787921906	0.13298164308071136	1.0827242136001587	1.0832993984222412	0.0	0.5752222537994385	0.0	0.0
0.6576708555221558	0.6611005067825317	0.13762904703617096	0.4361851215362549	0.14144259691238403	0.09954940527677536	0.6746412515640259	0.6750776767730713	0.0	0.4365905523300171	0.0	0.0
0.5947154760360718	0.5974011421203613	0.1065015196800232	0.3765043318271637	0.14747212827205658	0.03139128535985947	0.6187532544136047	0.6191487312316895	0.0	0.395443320274353	0.0	0.0
0.5698651075363159	0.5722877979278564	0.09529989212751389	0.3544630706310272	0.14345785975456238	0.01864958368241787	0.7791495323181152	0.779566764831543	0.0	0.41741305589675903	0.0	0.0
0.5574125051498413	0.5597597360610962	0.09216681122779846	0.3442672789096832	0.14191026985645294	0.01722828857600689	0.7650440335273743	0.7654456496238708	0.0	0.4016924500465393	0.0	0.0
0.5455946326255798	0.5478861927986145	0.08974070101976395	0.333728551864624	0.14525288343429565	0.017928868532180786	0.5751840472221375	0.5755401849746704	0.0	0.35612794756889343	0.0	0.0
0.539634644985199	0.5419421792030334	0.09071504324674606	0.32830795645713806	0.14503876864910126	0.019617903977632523	0.5447348952293396	0.5450800657272339	0.0	0.3451611399650574	0.0	0.0
0.5296596884727478	0.5319081544876099	0.08783189207315445	0.3194723129272461	0.15093936026096344	0.02147986926138401	0.5450491905212402	0.545387327671051	0.0	0.33813437819480896	0.0	0.0
0.5200487375259399	0.5222641825675964	0.08672244101762772	0.312691330909729	0.1483331173658371	0.019938740879297256	0.6998845934867859	0.7002437710762024	0.0	0.35928159952163696	0.0	0.0
0.5139027237892151	0.516105592250824	0.08605020493268967	0.30616968870162964	0.15607638657093048	0.019391227513551712	0.8102293014526367	0.8105992078781128	0.0	0.3698872923851013	0.0	0.0
0.5065917372703552	0.5087721943855286	0.08520755916833878	0.2999316155910492	0.1567084938287735	0.01948484219610691	0.5549576878547668	0.5553005933761597	0.0	0.3429270088672638	0.0	0.0
0.4990713596343994	0.5012434720993042	0.08489545434713364	0.29478558897972107	0.16077820956707	0.018675705417990685	0.5444100499153137	0.544746994972229	0.0	0.33686065673828125	0.0	0.0
0.4922690987586975	0.4944332242012024	0.08457900583744049	0.2892504930496216	0.16517481207847595	0.01792876422405243	0.5464072823524475	0.5467543005943298	0.0	0.34711918234825134	0.0	0.0
0.48691195249557495	0.4890851378440857	0.08524348586797714	0.2847144901752472	0.1658269762992859	0.017620744183659554	0.6480486989021301	0.6483817100524902	0.0	0.332998126745224	0.0	0.0
0.4773474931716919	0.47954997420310974	0.08671154826879501	0.2771665155887604	0.17483364045619965	0.016755662858486176	0.5957474708557129	0.5960707664489746	0.0	0.3232764005661011	0.0	0.0
0.47020581364631653	0.4724055230617523	0.0869605764746666	0.2721029818058014	0.17283280193805695	0.015784641727805138	0.5478909015655518	0.548232913017273	0.0	0.3419000804424286	0.0	0.0
0.46659326553344727	0.46878549456596375	0.0868302509188652	0.26851215958595276	0.1715754270553589	0.015616659075021744	0.5738049149513245	0.5741096138954163	0.0	0.30461588501930237	0.0	0.0
0.4618941843509674	0.46406835317611694	0.0861794650554657	0.26520371437072754	0.17011448740959167	0.015139685943722725	0.6322209239006042	0.6325461268424988	0.0	0.32517415285110474	0.0	0.0
0.4565744698047638	0.4587286710739136	0.08571729063987732	0.2613714635372162	0.163197323679924	0.014972402714192867	0.6469118595123291	0.6472359299659729	0.0	0.32386553287506104	0.0	0.0
0.4541197419166565	0.4562753140926361	0.08569947630167007	0.2583923935890198	0.16904117166996002	0.014078461565077305	0.6196871399879456	0.619996964931488	0.0	0.30993717908859253	0.0	0.0
0.4485219419002533	0.45066118240356445	0.0849934071302414	0.25457704067230225	0.1702834665775299	0.01433455292135477	0.5845112800598145	0.5848161578178406	0.0	0.3048461675643921	0.0	0.0
0.4441777169704437	0.4463012218475342	0.08442506194114685	0.25227174162864685	0.16891822218894958	0.013759374618530273	0.5914056301116943	0.5917260646820068	0.0	0.3204033076763153	0.0	0.0
