loss,masked_PearsonR,val_loss,val_masked_PearsonR,lr
0.6240147948265076,0.6688733696937561,0.5818979144096375,0.6735824942588806,1e-04
0.4442749321460724,0.7380484342575073,0.43219661712646484,0.7352439165115356,1e-04
0.3666312098503113,0.7726491689682007,0.368778795003891,0.7630195021629333,1e-04
0.3407418131828308,0.7853970527648926,0.3343503177165985,0.7841580510139465,1e-04
0.30455154180526733,0.8025967478752136,0.30011606216430664,0.7950260043144226,1e-04
0.2748016119003296,0.8073670864105225,0.2755374610424042,0.8066074252128601,1e-04
0.2548688054084778,0.8144592642784119,0.26093342900276184,0.8071630597114563,1e-04
0.24378730356693268,0.8137524724006653,0.23636405169963837,0.8185760974884033,1e-04
0.23515616357326508,0.818117082118988,0.2281426191329956,0.8177908062934875,1e-04
0.23006275296211243,0.8237959742546082,0.22715921700000763,0.8217304944992065,1e-04
0.21656030416488647,0.8341367244720459,0.21766908466815948,0.8266517519950867,1e-04
0.21433596312999725,0.8293532729148865,0.21547704935073853,0.8264856338500977,1e-04
0.2135191261768341,0.8323991298675537,0.2067084163427353,0.8318669199943542,1e-04
0.20203585922718048,0.8369928002357483,0.20776689052581787,0.8329393863677979,1e-04
0.20443899929523468,0.8397096991539001,0.20404522120952606,0.8278031349182129,1e-04
0.19975106418132782,0.8358795642852783,0.20506392419338226,0.8351562023162842,1e-04
0.2010476440191269,0.8370642066001892,0.19542808830738068,0.8398475050926208,1e-04
0.19874706864356995,0.8284076452255249,0.19236533343791962,0.838839054107666,1e-04
0.19302602112293243,0.8376578092575073,0.19483381509780884,0.8418832421302795,1e-04
0.19353821873664856,0.8348730802536011,0.19419711828231812,0.8347023725509644,1e-04
0.1863412857055664,0.8380110263824463,0.1892322450876236,0.839462161064148,1e-04
0.18615929782390594,0.8461564183235168,0.18921402096748352,0.8379662036895752,1e-04
0.1898580938577652,0.8407547473907471,0.18936429917812347,0.8382673859596252,1e-04
0.1877218782901764,0.8397476077079773,0.1833193153142929,0.8409075736999512,1e-04
0.1831556260585785,0.8436380624771118,0.18793177604675293,0.8385169506072998,1e-04
0.1813974529504776,0.8429785966873169,0.18530391156673431,0.8371569514274597,1e-04
0.1893158257007599,0.8468100428581238,0.182563915848732,0.8432426452636719,1e-04
0.18084338307380676,0.8446680307388306,0.18549634516239166,0.840270459651947,1e-04
0.17671705782413483,0.8504002690315247,0.18275059759616852,0.8430136442184448,1e-04
0.17407621443271637,0.8506698608398438,0.18154598772525787,0.8457439541816711,1e-04
0.17781992256641388,0.8439688682556152,0.18216921389102936,0.8439683318138123,1e-04
0.17498180270195007,0.852283239364624,0.1821601390838623,0.8452049493789673,1e-04
0.18066297471523285,0.8497704267501831,0.17932119965553284,0.8422223329544067,1e-04
0.17853984236717224,0.8462916612625122,0.17617598176002502,0.842730700969696,1e-04
0.1760362833738327,0.8453242778778076,0.17468081414699554,0.8447436094284058,1e-04
0.17597055435180664,0.8505834341049194,0.17286543548107147,0.8456772565841675,1e-04
0.17080584168434143,0.844413161277771,0.17934951186180115,0.8376656770706177,1e-04
0.17377683520317078,0.8465645909309387,0.17947342991828918,0.8378453254699707,1e-04
0.17622864246368408,0.8483822345733643,0.17524562776088715,0.8485377430915833,1e-04
0.17170488834381104,0.8431766629219055,0.1747945100069046,0.8466610908508301,1e-04
0.17406967282295227,0.8474035263061523,0.17491412162780762,0.8461065292358398,1e-04
0.17149272561073303,0.8501920700073242,0.1735549122095108,0.8497554063796997,1e-04
0.16945011913776398,0.8475454449653625,0.17498482763767242,0.8467122316360474,1e-04
0.1691831350326538,0.8540518879890442,0.17148426175117493,0.8425133228302002,1e-04
0.16916818916797638,0.8472545742988586,0.17182524502277374,0.8503403663635254,1e-04
0.17058447003364563,0.8479814529418945,0.16846181452274323,0.8501695394515991,1e-04
0.17066441476345062,0.8519721627235413,0.16986900568008423,0.8485825061798096,1e-04
0.17003580927848816,0.8521483540534973,0.1690794825553894,0.8488121628761292,1e-04
0.17060022056102753,0.8509986996650696,0.17069557309150696,0.8531797528266907,1e-04
0.17004196345806122,0.8461999297142029,0.16728100180625916,0.8506744503974915,1e-04
0.1697782576084137,0.8501794934272766,0.1717606484889984,0.8498939275741577,1e-04
0.1695556640625,0.8524337410926819,0.16654528677463531,0.8516411185264587,1e-04
0.16552266478538513,0.8502150177955627,0.17036280035972595,0.8493268489837646,1e-04
0.1688350886106491,0.8530157804489136,0.16735190153121948,0.8477312922477722,1e-04
0.1679055243730545,0.8501881957054138,0.16623440384864807,0.85509192943573,1e-04
0.16846738755702972,0.8551722168922424,0.16383060812950134,0.8515888452529907,1e-04
0.16253119707107544,0.8571563363075256,0.16889606416225433,0.8458332419395447,1e-04
0.16744916141033173,0.8528192043304443,0.17109966278076172,0.8451451659202576,1e-04
0.16209396719932556,0.8532529473304749,0.16588084399700165,0.8520196080207825,1e-04
0.16372200846672058,0.8536319136619568,0.16791245341300964,0.8527839183807373,1e-04
0.1655403971672058,0.852544367313385,0.16760705411434174,0.8482042551040649,1e-04
0.16512756049633026,0.8520017862319946,0.16930492222309113,0.8440408110618591,1e-04
0.16419444978237152,0.8548406362533569,0.16326183080673218,0.8552078604698181,1e-04
0.16417457163333893,0.8514383435249329,0.1667959988117218,0.850066602230072,1e-04
0.16250699758529663,0.8570765256881714,0.16366195678710938,0.8515483736991882,1e-04
0.16405391693115234,0.8527020812034607,0.16339391469955444,0.84961998462677,1e-04
0.1623375564813614,0.8525959253311157,0.1688634157180786,0.8513325452804565,1e-04
0.1632678210735321,0.8525857329368591,0.16201648116111755,0.8476059436798096,1e-04
0.16452528536319733,0.8479465246200562,0.166143000125885,0.8476189970970154,1e-04
0.16561472415924072,0.8514368534088135,0.164227694272995,0.8552492260932922,1e-04
0.16231292486190796,0.8528212308883667,0.16445669531822205,0.8522189855575562,1e-04
0.16195806860923767,0.8544488549232483,0.16602200269699097,0.8495893478393555,1e-04
0.1627369523048401,0.8558099865913391,0.16636057198047638,0.848446249961853,1e-04
0.1614045798778534,0.8532400727272034,0.1662379652261734,0.8502224683761597,1e-04
0.15912777185440063,0.8520194888114929,0.16549140214920044,0.8528851866722107,1e-04
0.15614566206932068,0.8549951910972595,0.16261178255081177,0.8503195643424988,1e-04
0.16495658457279205,0.8509188294410706,0.15613706409931183,0.8549295663833618,1e-04
0.156659796833992,0.8520374298095703,0.16529648005962372,0.8487982749938965,1e-04
