loss,masked_PearsonR,val_loss,val_masked_PearsonR,lr
0.16216224431991577,0.8529600501060486,0.16015911102294922,0.8502242565155029,1e-04
0.1601153165102005,0.8511624932289124,0.15852396190166473,0.8504450917243958,1e-04
0.1622224897146225,0.854036808013916,0.16309817135334015,0.847366213798523,1e-04
0.16040565073490143,0.854799211025238,0.16160160303115845,0.8537648916244507,1e-04
0.157236248254776,0.855586051940918,0.16301238536834717,0.8519277572631836,1e-04
0.15824206173419952,0.8536989688873291,0.16205810010433197,0.8540636897087097,1e-04
0.15911903977394104,0.8533905148506165,0.16134391725063324,0.8513408303260803,1e-04
0.16074365377426147,0.8501835465431213,0.1601894050836563,0.8524535894393921,1e-04
0.1586369127035141,0.854972779750824,0.15983664989471436,0.8538053035736084,1e-04
0.15728715062141418,0.8504683375358582,0.16282601654529572,0.8536690473556519,1e-04
0.1550188958644867,0.8603206276893616,0.16068948805332184,0.8495662808418274,1e-04
0.15617109835147858,0.852390706539154,0.1626095026731491,0.854682207107544,1e-04
0.15721555054187775,0.8578189015388489,0.15870891511440277,0.8515081405639648,1e-04
0.15678749978542328,0.8596253991127014,0.16163897514343262,0.8514524102210999,1e-04
0.16091877222061157,0.8531259298324585,0.16049328446388245,0.8536759614944458,5e-05
0.1575799435377121,0.858117938041687,0.15794029831886292,0.8488425612449646,5e-05
0.1605709195137024,0.8557507991790771,0.16135510802268982,0.8502828478813171,5e-05
0.16111443936824799,0.8619326949119568,0.15906308591365814,0.8502103090286255,5e-05
0.1563093215227127,0.8562330603599548,0.15650568902492523,0.8524364233016968,5e-05
0.15700973570346832,0.8569852709770203,0.1568748503923416,0.8561103940010071,5e-05
0.15599243342876434,0.8528205752372742,0.16333159804344177,0.8491218090057373,5e-05
0.15739917755126953,0.8525547385215759,0.15804630517959595,0.8507415056228638,5e-05
0.15732134878635406,0.8488963842391968,0.16033127903938293,0.8555546402931213,5e-05
0.16071072220802307,0.8511306047439575,0.15854443609714508,0.8504071235656738,5e-05
0.15933802723884583,0.851691722869873,0.16038060188293457,0.8581695556640625,5e-05
0.15830150246620178,0.8534534573554993,0.16479146480560303,0.8463836312294006,5e-05
0.15466122329235077,0.8567253351211548,0.1617513746023178,0.8526350259780884,5e-05
0.15841703116893768,0.852366030216217,0.15937161445617676,0.8474467992782593,5e-05
0.15844064950942993,0.8525102138519287,0.16127273440361023,0.8546783328056335,5e-05
